,category,deadline,funded,goal,phase,progress,project,sponsor,sponsor_page,status,supports
0,科技,2016-05-20 00:00:00,4048673,1000000,项目成功,405,55°+ELKAY净水机,55度智慧生活,https://z.jd.com/funderCenter.action?flag=2&id=52167,已筹到,8975
1,科技,2016-05-21 00:00:00,119029,100000,项目成功,119,KamLan全画幅单反镜头,KamLan服务人员,https://z.jd.com/funderCenter.action?flag=2&id=46987,已筹到,759
2,科技,2016-05-12 00:00:00,213402,200000,项目成功,107,OVEVO车充蓝牙耳机,OVEVO旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=52601,已筹到,1028
3,科技,2016-05-21 00:00:00,149014,100000,项目成功,149,【未来猫】有电的地方就有网,未来猫Future,https://z.jd.com/funderCenter.action?flag=2&id=52104,已筹到,1185
4,科技,2016-06-05 00:00:00,586656,250000,项目成功,235,Nut 3智能防丢轻生活,纳特君,https://z.jd.com/funderCenter.action?flag=2&id=52162,已筹到,2189
5,科技,2016-05-22 00:00:00,505873,500000,项目成功,101,D拓手机U盘数据线,迪沃DEVIA,https://z.jd.com/funderCenter.action?flag=2&id=51831,已筹到,5159
6,科技,2016-05-19 00:00:00,1726778,300000,项目成功,576,雷神K7金属炫彩机械键盘,雷神科技,https://z.jd.com/funderCenter.action?flag=2&id=52476,已筹到,28241
7,科技,2015-10-07 00:00:00,425810,100000,项目成功,426,网视无忧宝宝监护移动摄像机,网视无忧网络摄像机,https://z.jd.com/funderCenter.action?flag=2&id=22661,已筹到,6213
8,科技,2015-10-18 00:00:00,1160914,200000,项目成功,580,LIVALL智能自行车,LIVALL,https://z.jd.com/funderCenter.action?flag=2&id=23502,已筹到,33388
9,科技,2015-10-06 00:00:00,10076,10000,项目成功,101,急皮士户外智能徒步鞋,老冯80,https://z.jd.com/funderCenter.action?flag=2&id=21752,已筹到,242
10,科技,2015-10-07 00:00:00,1091751,100000,项目成功,1092,优派“氧吧”防辐射显示器,请讲道理,https://z.jd.com/funderCenter.action?flag=2&id=22940,已筹到,10190
11,科技,2015-10-07 00:00:00,542489,500000,项目成功,108,第吉尔·用微信控制的指纹锁,品译,https://z.jd.com/funderCenter.action?flag=2&id=23412,已筹到,699
12,科技,2015-07-05 00:00:00,1856908,10000,项目成功,18569,Himama智能备孕仪,呢子乐,https://z.jd.com/funderCenter.action?flag=2&id=6730,已筹到,7761
13,设计,2015-10-08 00:00:00,34792,10000,项目成功,348,富基仕LED智能移动电源,富基仕科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=23618,已筹到,1849
14,家电,2016-05-30 00:00:00,1497328,1000000,项目成功,150,惠迪天然果蔬自制面膜机,纽得赛美容电器,https://z.jd.com/funderCenter.action?flag=2&id=52169,已筹到,2035
15,科技,2015-10-08 00:00:00,1508882,50000,项目成功,3018,安佳云血压计 坚持测就免费,安佳云健康,https://z.jd.com/funderCenter.action?flag=2&id=23134,已筹到,2103
16,科技,2015-10-23 00:00:00,2308869,100000,项目成功,2309,刀客金属4G-LTE超极本,西域传奇科技,https://z.jd.com/funderCenter.action?flag=2&id=21769,已筹到,63784
17,科技,2015-10-23 00:00:00,1065168,50000,项目成功,2130,快轮Ring空心轮平衡车,快轮智能科技,https://z.jd.com/funderCenter.action?flag=2&id=23516,已筹到,9143
18,科技,2015-10-23 00:00:00,407114,100000,项目成功,407,铛铛智能门铃，您的安全管家,赛蓝科技,https://z.jd.com/funderCenter.action?flag=2&id=21739,已筹到,5636
19,科技,2015-10-06 00:00:00,169536,10000,项目成功,1695,碳纤维耳机，聆听极致的声音,jd傲胜数码专营,https://z.jd.com/funderCenter.action?flag=2&id=21094,已筹到,4538
20,科技,2015-10-23 00:00:00,681471,100000,项目成功,681,30迈超能自行车,亿路骑科技,https://z.jd.com/funderCenter.action?flag=2&id=23608,已筹到,29783
21,科技,2015-12-26 00:00:00,114918,100000,项目成功,115,一双上班穿的智能跑鞋！,Intelfit,https://z.jd.com/funderCenter.action?flag=2&id=28344,已筹到,556
22,科技,2015-12-26 00:00:00,228604,10000,项目成功,2286,来自台湾的3D光动力净化器,三角形科技,https://z.jd.com/funderCenter.action?flag=2&id=29502,已筹到,1410
23,科技,2015-12-11 00:00:00,358829,100000,项目成功,359,最墙音壁挂智能家居音响,FDY菲迪亚,https://z.jd.com/funderCenter.action?flag=2&id=25041,已筹到,1552
24,科技,2015-12-16 00:00:00,201092,20000,项目成功,1005,指尖上的HIFI播放器,earlisten,https://z.jd.com/funderCenter.action?flag=2&id=29788,已筹到,861
25,科技,2015-12-31 00:00:00,266756,20000,项目成功,1334,Lehoo智能便携保姆杯,Lehoo久坐提醒款,https://z.jd.com/funderCenter.action?flag=2&id=29626,已筹到,8341
26,科技,2015-10-16 00:00:00,1014337,500000,项目成功,203,smaradio智能收音机,smaradio耳总,https://z.jd.com/funderCenter.action?flag=2&id=23498,已筹到,3107
27,科技,2015-10-31 00:00:00,1207592,100000,项目成功,1208,RemixMini安卓电脑,技德科技Remix,https://z.jd.com/funderCenter.action?flag=2&id=24444,已筹到,9802
28,科技,2015-10-17 00:00:00,602450,500000,项目成功,120,omimo虚拟现实一体机,巅峰科技股份,https://z.jd.com/funderCenter.action?flag=2&id=24069,已筹到,2417
29,科技,2015-05-25 00:00:00,183924,100000,项目成功,184,果壳WIFI智能音响,果壳智能音响,https://z.jd.com/funderCenter.action?flag=2&id=11328,已筹到,1800
30,科技,2015-10-31 00:00:00,60638,50000,项目成功,121,气动按摩腰靠，您专属按摩师,柏烁汽车用品专营店,https://z.jd.com/funderCenter.action?flag=2&id=23141,已筹到,502
31,科技,2015-10-26 00:00:00,4419665,1000000,项目成功,442,优盾UT Air+,优盾空气,https://z.jd.com/funderCenter.action?flag=2&id=23176,已筹到,1692
32,科技,2015-10-16 00:00:00,795467,50000,项目成功,1591,莱仕邦智能电动折叠跑步机,LifeSpan莱仕邦,https://z.jd.com/funderCenter.action?flag=2&id=23486,已筹到,2011
33,科技,2015-10-17 00:00:00,682837,100000,项目成功,683,车小米M1语驾行车记录仪,车-小-米,https://z.jd.com/funderCenter.action?flag=2&id=24062,已筹到,3548
34,科技,2015-11-01 00:00:00,68985,50000,项目成功,138,飞指FINZ指纹加密微录仪,飞指,https://z.jd.com/funderCenter.action?flag=2&id=24450,已筹到,2655
35,科技,2015-10-17 00:00:00,161222,30000,项目成功,537,巨影winface未来电脑,巨影投资,https://z.jd.com/funderCenter.action?flag=2&id=24040,已筹到,2122
36,科技,2015-12-11 00:00:00,211944,10000,项目成功,2119,轻学习智能LED护眼灯,深圳轻生活科技,https://z.jd.com/funderCenter.action?flag=2&id=28643,已筹到,539
37,科技,2015-06-04 00:00:00,527902,50000,项目成功,1056,莱仕邦办公走步机,LifeSpan莱仕邦,https://z.jd.com/funderCenter.action?flag=2&id=10437,已筹到,2185
38,科技,2015-06-04 00:00:00,1547111,100000,项目成功,1547,快乐妈咪智能母婴安全秤,linzi123456789,https://z.jd.com/funderCenter.action?flag=2&id=10661,已筹到,6702
39,科技,2015-06-14 00:00:00,320983,100000,项目成功,321,瑞星安全WiFi二代U盘版,瑞星RISING,https://z.jd.com/funderCenter.action?flag=2&id=10592,已筹到,8170
40,其他,2015-12-26 00:00:00,11529685,100000,项目成功,11530,AirAngel空气净化器,Airangel爱的天使,https://z.jd.com/funderCenter.action?flag=2&id=29730,已筹到,11379
41,其他,2015-12-10 00:00:00,522078,100000,项目成功,522,69智能情趣电臀二代,69医疗,https://z.jd.com/funderCenter.action?flag=2&id=29353,已筹到,2791
42,家电,2015-10-18 00:00:00,142269,100000,项目成功,142,灵米智控，温湿度管理专家！,灵米智控,https://z.jd.com/funderCenter.action?flag=2&id=23963,已筹到,527
43,家电,2015-12-11 00:00:00,124219,100000,项目成功,124,瘦身塑型大师 以色列科技,silkn_china,https://z.jd.com/funderCenter.action?flag=2&id=29831,已筹到,364
44,科技,2015-06-13 00:00:00,99512,10000,项目成功,995,普瑞艾尔微空间空气净化器,普瑞艾尔科技,https://z.jd.com/funderCenter.action?flag=2&id=10752,已筹到,1744
45,科技,2015-06-25 00:00:00,463356,30000,项目成功,1545,BeginONE智能自行车,深圳市家信科技,https://z.jd.com/funderCenter.action?flag=2&id=10571,已筹到,1168
46,科技,2015-06-19 00:00:00,64070,10000,项目成功,641,随XING移动智能情景灯,iMagicXING,https://z.jd.com/funderCenter.action?flag=2&id=10581,已筹到,1904
47,科技,2015-05-26 00:00:00,192786,100000,项目成功,193,海尔云悦 迷你电脑小轻新,一朵花花0510,https://z.jd.com/funderCenter.action?flag=2&id=10346,已筹到,2859
48,科技,2015-06-03 00:00:00,130456,100000,项目成功,130,莱森负离子空气净化器,莱森电子,https://z.jd.com/funderCenter.action?flag=2&id=7116,已筹到,1443
49,科技,2015-06-09 00:00:00,521172,300000,项目成功,174,艾果迷你智能遥控器-极蛋,艾果智能科技,https://z.jd.com/funderCenter.action?flag=2&id=11046,已筹到,4101
50,科技,2015-06-04 00:00:00,101768,100000,项目成功,102,IO智能电源适配器,siao2014,https://z.jd.com/funderCenter.action?flag=2&id=8086,已筹到,686
51,科技,2014-07-31 00:00:00,1215983,30000,项目成功,4053,全球首款革命性智能空气净化器,太火红鸟科技,https://z.jd.com/funderCenter.action?flag=2&id=34,已筹到,243
52,科技,2014-07-31 00:00:00,49505,10000,项目成功,495,iComhome 智慧家庭组合,iComhome,https://z.jd.com/funderCenter.action?flag=2&id=40,已筹到,97
53,科技,2014-07-30 00:00:00,28788,10000,项目成功,288,WEME微密 智能车载语音系统,微密weme,https://z.jd.com/funderCenter.action?flag=2&id=21,已筹到,172
54,科技,2014-07-30 00:00:00,110794,20000,项目成功,554,“丢不了”儿童保护表,巅峰科技股份,https://z.jd.com/funderCenter.action?flag=2&id=24,已筹到,358
55,科技,2014-07-31 00:00:00,66646,10000,项目成功,666,易方蓝牙数码笔,深圳易方数码,https://z.jd.com/funderCenter.action?flag=2&id=38,已筹到,354
56,科技,2016-04-27 00:00:00,305938,100000,项目成功,306,MICOE爱美丽洁面净水机,四季沐歌旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=48735,已筹到,616
57,科技,2016-05-12 00:00:00,108732,100000,项目成功,109,蓝牙智能优锁，开启轻量生活,物联锁,https://z.jd.com/funderCenter.action?flag=2&id=43778,已筹到,730
58,科技,2015-12-16 00:00:00,35549,10000,项目成功,355,西默智能家居安全套装,西默科技,https://z.jd.com/funderCenter.action?flag=2&id=30052,已筹到,525
59,科技,2015-12-23 00:00:00,108887,100000,项目成功,109,MEANT智能动力自行车,meant智能动力,https://z.jd.com/funderCenter.action?flag=2&id=30454,已筹到,1900
60,科技,2015-12-19 00:00:00,106025,100000,项目成功,106,雄迈兰博1S智能行车记录仪,杭州雄迈信息技术公司,https://z.jd.com/funderCenter.action?flag=2&id=24891,已筹到,490
61,科技,2015-12-19 00:00:00,207414,100000,项目成功,207,Airfresh智能净化器,jderichepzv,https://z.jd.com/funderCenter.action?flag=2&id=30380,已筹到,798
62,科技,2015-12-16 00:00:00,1073902,1000000,项目成功,107,得图全景相机 视界不止眼前,得图相机,https://z.jd.com/funderCenter.action?flag=2&id=30205,已筹到,2389
63,科技,2015-12-17 00:00:00,50226,50000,项目成功,100,小Q智能手机无线充电器,lily88808,https://z.jd.com/funderCenter.action?flag=2&id=26673,已筹到,505
64,科技,2015-12-08 00:00:00,72039,50000,项目成功,144,连爱小方智能触屏手表,连爱科技,https://z.jd.com/funderCenter.action?flag=2&id=30134,已筹到,1551
65,科技,2015-12-23 00:00:00,25934,10000,项目成功,259,菲星智能多功能记录导航仪,菲星数码,https://z.jd.com/funderCenter.action?flag=2&id=30388,已筹到,469
66,科技,2016-05-12 00:00:00,526421,100000,项目成功,526,宜客莱小E智能高速充电站,宜客莱01,https://z.jd.com/funderCenter.action?flag=2&id=49112,已筹到,3014
67,科技,2016-05-04 00:00:00,334108,100000,项目成功,334,i-Blue手机智能投影,i-Blue团队,https://z.jd.com/funderCenter.action?flag=2&id=48815,已筹到,23057
68,科技,2016-05-09 00:00:00,103847,100000,项目成功,104,i-Link无线U盘充电宝,i-Link智能团队,https://z.jd.com/funderCenter.action?flag=2&id=49228,已筹到,18666
69,科技,2016-04-24 00:00:00,482639,300000,项目成功,161,萨瓦黑爵钛合金山地车,敏捷车业,https://z.jd.com/funderCenter.action?flag=2&id=49343,已筹到,5563
70,科技,2016-04-27 00:00:00,152035,100000,项目成功,152,航拍初体验-可定高无人机,SYMA司马航模旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=49092,已筹到,1699
71,科技,2016-05-12 00:00:00,767887,500000,项目成功,154,畅的智能充电云桩,畅的科技,https://z.jd.com/funderCenter.action?flag=2&id=46170,已筹到,508
72,设计,2015-12-19 00:00:00,83014,30000,项目成功,277,Bulbing护眼科技灯,StudioCheha,https://z.jd.com/funderCenter.action?flag=2&id=27773,已筹到,1516
73,家电,2015-12-23 00:00:00,1127757,100000,项目成功,1128,氧宝宝消毒机 钻石打造,德百顺,https://z.jd.com/funderCenter.action?flag=2&id=30157,已筹到,4185
74,科技,2016-04-24 00:00:00,328044,200000,项目成功,164,壹酷”k2”充电闪存盘,EEKOO壹酷,https://z.jd.com/funderCenter.action?flag=2&id=48905,已筹到,22129
75,科技,2016-05-02 00:00:00,106392,100000,项目成功,106,牙喜声波智能电动牙刷,联森创意科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=44755,已筹到,282
76,科技,2016-05-09 00:00:00,1022527,1000000,项目成功,102,雄鲸科技pax平板游戏机,雄鲸科技,https://z.jd.com/funderCenter.action?flag=2&id=49140,已筹到,8896
77,科技,2016-02-14 00:00:00,3729627,1000000,项目成功,373,炫龙个性定制游戏本,炫龙游戏本,https://z.jd.com/funderCenter.action?flag=2&id=41616,已筹到,20438
78,科技,2016-02-23 00:00:00,111304,100000,项目成功,111,谜镜儿童人机交互创意玩教具,小小牛创意科技,https://z.jd.com/funderCenter.action?flag=2&id=30403,已筹到,471
79,科技,2016-01-30 00:00:00,556715,500000,项目成功,111,伏翼影音先锋娱乐VR一体机,南京睿悦信息技术公司,https://z.jd.com/funderCenter.action?flag=2&id=34535,已筹到,1361
80,科技,2016-01-29 00:00:00,926744,100000,项目成功,927,口袋飞车—家庭互动新玩具,布塔科技,https://z.jd.com/funderCenter.action?flag=2&id=41642,已筹到,7378
81,科技,2016-01-20 00:00:00,223593,100000,项目成功,224,达腾X5S智能遥控运动相机,Meknic达腾智能运动DV,https://z.jd.com/funderCenter.action?flag=2&id=41776,已筹到,1100
82,科技,2016-02-14 00:00:00,592922,100000,项目成功,593,比斯莱自行车重磅年终盛典,比斯莱自行车,https://z.jd.com/funderCenter.action?flag=2&id=41690,已筹到,7164
83,科技,2016-02-14 00:00:00,153493,100000,项目成功,153,普林泰克智能无线充电手包,普林泰克,https://z.jd.com/funderCenter.action?flag=2&id=41644,已筹到,694
84,科技,2016-01-29 00:00:00,105855,100000,项目成功,106,海壳吸附式手机套磁力支架,高贝电子有限公司,https://z.jd.com/funderCenter.action?flag=2&id=41620,已筹到,882
85,其他,2016-02-14 00:00:00,183374,100000,项目成功,183,ihole前列腺智能按摩器,春水堂-北京,https://z.jd.com/funderCenter.action?flag=2&id=41400,已筹到,1908
86,设计,2016-03-10 00:00:00,323329,100000,项目成功,323,“为美来”多功能化妆小魔镜,化妆小魔镜,https://z.jd.com/funderCenter.action?flag=2&id=41787,已筹到,1749
87,家电,2016-01-26 00:00:00,121919,100000,项目成功,122,视贝扫拖一体扫地机器人,视贝智能电器旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=41477,已筹到,905
88,科技,2015-11-15 00:00:00,482122,100000,项目成功,482,YAKLEE骨传导耳机,海圣微电子骨传导耳机,https://z.jd.com/funderCenter.action?flag=2&id=27126,已筹到,4700
89,科技,2015-11-01 00:00:00,1906282,1880000,项目成功,101,三星无线移动电源充电宝,三星官方直属,https://z.jd.com/funderCenter.action?flag=2&id=26778,已筹到,1464
90,科技,2015-11-14 00:00:00,218516,100000,项目成功,219,联想扭转式微型投影机,联想Lenovo智能数码,https://z.jd.com/funderCenter.action?flag=2&id=26809,已筹到,7592
91,科技,2015-11-30 00:00:00,133566,100000,项目成功,134,Vortex可编程机器人,上海智位机器人,https://z.jd.com/funderCenter.action?flag=2&id=26446,已筹到,869
92,科技,2015-11-15 00:00:00,1285121,100000,项目成功,1285,COLOUR智能山地车,COLOUR智能自行车,https://z.jd.com/funderCenter.action?flag=2&id=26839,已筹到,41310
93,科技,2015-11-28 00:00:00,51761,50000,项目成功,104,皇明·太阳能大功率移动电源,皇明光伏,https://z.jd.com/funderCenter.action?flag=2&id=26437,已筹到,598
94,科技,2015-12-01 00:00:00,1035127,1000000,项目成功,104,呼呼，能净化空气的防盗门,呼呼智能入户净化系统,https://z.jd.com/funderCenter.action?flag=2&id=26970,已筹到,809
95,科技,2015-11-19 00:00:00,1006302,200000,项目成功,503,极傲V2便携式纯A解码耳放,LHLabs官方旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=23760,已筹到,1448
96,科技,2016-04-16 00:00:00,259928,100000,项目成功,260,小米生态链睿米音乐蓝充2S,太火红鸟科技,https://z.jd.com/funderCenter.action?flag=2&id=47917,已筹到,2618
97,科技,2016-04-17 00:00:00,1136065,500000,项目成功,227,亿力Li-锂小龙无线洗车机,上海亿力电器有限公司,https://z.jd.com/funderCenter.action?flag=2&id=48072,已筹到,2132
98,其他,2015-11-14 00:00:00,148456,100000,项目成功,148,协寻有爱 遛娃尽心,智流云科技,https://z.jd.com/funderCenter.action?flag=2&id=25939,已筹到,766
99,其他,2015-11-14 00:00:00,233553,30000,项目成功,779,MasaMax多功能外套,玛萨玛索搭配达人,https://z.jd.com/funderCenter.action?flag=2&id=27139,已筹到,2896
100,家电,2015-11-15 00:00:00,676126,660000,项目成功,102,欧琳MiniBox折叠私厨,MiniBox众筹,https://z.jd.com/funderCenter.action?flag=2&id=27100,已筹到,1345
101,家电,2015-11-14 00:00:00,106808,50000,项目成功,214,ILIFE甲壳虫拖地机器人,ilife扫地机器人,https://z.jd.com/funderCenter.action?flag=2&id=26825,已筹到,2603
102,科技,2016-05-02 00:00:00,393406,100000,项目成功,393,悍狼“互联网+”智能眼镜,悍狼智能眼镜,https://z.jd.com/funderCenter.action?flag=2&id=47612,已筹到,2526
103,科技,2016-04-08 00:00:00,2835386,500000,项目成功,567,ZUK金秀贤明星手机,ZUK手机,https://z.jd.com/funderCenter.action?flag=2&id=48098,已筹到,11829
104,科技,2016-04-07 00:00:00,502185,500000,项目成功,100,我爱拍机器人—智能自拍神器,鑫益嘉数码旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=48280,已筹到,356
105,科技,2016-04-08 00:00:00,107136,100000,项目成功,107,象鼻子多功能自拍杆,象鼻子科技,https://z.jd.com/funderCenter.action?flag=2&id=47855,已筹到,381
106,科技,2016-04-16 00:00:00,120189,100000,项目成功,120,极目启行安全驾驶辅助记录仪,极目智能,https://z.jd.com/funderCenter.action?flag=2&id=47956,已筹到,992
107,科技,2016-04-17 00:00:00,1069919,1000000,项目成功,107,英雄联盟专用单手键盘,多彩官方,https://z.jd.com/funderCenter.action?flag=2&id=48073,已筹到,25291
108,科技,2015-09-06 00:00:00,117484,100000,项目成功,117,汉朗便携空气净化器,汉朗科技,https://z.jd.com/funderCenter.action?flag=2&id=20133,已筹到,535
109,科技,2015-09-06 00:00:00,40891,10000,项目成功,409,迈乐第三代智能音响,迈乐Smart1智能音响,https://z.jd.com/funderCenter.action?flag=2&id=19850,已筹到,1071
110,科技,2015-09-09 00:00:00,109468,10000,项目成功,1095,沿途Wifi智能行车记录仪,沿途智能车载,https://z.jd.com/funderCenter.action?flag=2&id=19854,已筹到,1388
111,科技,2015-10-06 00:00:00,62581,50000,项目成功,125,明心智能手串，化繁为简,国广东方521,https://z.jd.com/funderCenter.action?flag=2&id=20042,已筹到,1011
112,科技,2015-09-24 00:00:00,11269,10000,项目成功,113,MO CG-44蓝牙音箱,微绅妙妙,https://z.jd.com/funderCenter.action?flag=2&id=20142,已筹到,683
113,科技,2015-09-24 00:00:00,2073294,10000,项目成功,20733,广明源智能神灯,gmy广明源,https://z.jd.com/funderCenter.action?flag=2&id=18708,已筹到,1021
114,家电,2015-09-14 00:00:00,209609,100000,项目成功,210,太阳雨晶锐净水机,天籁神风,https://z.jd.com/funderCenter.action?flag=2&id=20005,已筹到,1405
115,家电,2016-04-17 00:00:00,542543,100000,项目成功,543,甲壳虫v7s扫地机器人,ilife扫地机器人,https://z.jd.com/funderCenter.action?flag=2&id=48140,已筹到,1551
116,科技,2015-09-24 00:00:00,70641,10000,项目成功,706,Coolpeds行李电动车,coolpeds,https://z.jd.com/funderCenter.action?flag=2&id=19874,已筹到,1874
117,科技,2015-10-09 00:00:00,301331,300000,项目成功,100,凯步关爱定位器爷俩好二代,capcare,https://z.jd.com/funderCenter.action?flag=2&id=19563,已筹到,556
118,科技,2015-09-24 00:00:00,159158,100000,项目成功,159,互联网+非药物控糖方案,非药物控糖,https://z.jd.com/funderCenter.action?flag=2&id=19723,已筹到,948
119,科技,2015-09-11 00:00:00,67570,50000,项目成功,135,多功能后视镜行车记录仪,菲星数码,https://z.jd.com/funderCenter.action?flag=2&id=19209,已筹到,771
120,科技,2016-02-19 00:00:00,55066,50000,项目成功,110,索迷达S6全感官共振音响,太火红鸟科技,https://z.jd.com/funderCenter.action?flag=2&id=34553,已筹到,190
121,科技,2016-02-03 00:00:00,14543,10000,项目成功,145,马丁雅各布-云智能打火机,c-sega,https://z.jd.com/funderCenter.action?flag=2&id=34352,已筹到,630
122,科技,2016-01-20 00:00:00,111383,50000,项目成功,223,修秀堂不易脏食品级智能服装,修秀堂智能服饰,https://z.jd.com/funderCenter.action?flag=2&id=40283,已筹到,337
123,科技,2016-01-22 00:00:00,162311,100000,项目成功,162,LUMEN自供电夜跑灯,LUMEN自供电夜跑灯,https://z.jd.com/funderCenter.action?flag=2&id=34229,已筹到,1552
124,科技,2016-01-20 00:00:00,15665,10000,项目成功,157,魔镜—能换外观的智能手机壳,北京酷能量,https://z.jd.com/funderCenter.action?flag=2&id=34578,已筹到,487
125,科技,2016-01-21 00:00:00,20389506,1000000,项目成功,2039,inxni导航扫地机器人,悉罗机器人,https://z.jd.com/funderCenter.action?flag=2&id=40322,已筹到,63736
126,科技,2016-02-05 00:00:00,3508853,1000000,项目成功,351,安果掌飞自拍无人机,盛祥科技,https://z.jd.com/funderCenter.action?flag=2&id=34628,已筹到,13312
127,科技,2016-01-05 00:00:00,208737,200000,项目成功,104,续航两年ebelt智能皮带,ebelt智能皮带,https://z.jd.com/funderCenter.action?flag=2&id=19108,已筹到,699
128,科技,2016-01-20 00:00:00,625430,100000,项目成功,625,开呗养车,海德在线科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=35151,已筹到,2133
129,科技,2016-02-10 00:00:00,220379,100000,项目成功,220,安妮智能蓝牙双模机械键盘,obins,https://z.jd.com/funderCenter.action?flag=2&id=34676,已筹到,2611
130,科技,2016-01-16 00:00:00,20893,10000,项目成功,209,听氪·可换调音嘴耳机,深圳市听氪声学,https://z.jd.com/funderCenter.action?flag=2&id=33191,已筹到,268
131,科技,2016-01-21 00:00:00,100658,100000,项目成功,101,鱼跃-37智能血压计,尚奇浩康,https://z.jd.com/funderCenter.action?flag=2&id=40425,已筹到,348
132,科技,2016-01-21 00:00:00,30901,20000,项目成功,155,GS6时尚超薄卡片小手机,无线世纪,https://z.jd.com/funderCenter.action?flag=2&id=40310,已筹到,611
133,科技,2016-01-07 00:00:00,911270,50000,项目成功,1823,贝昂X3无耗材智能净化器,贝昂科技,https://z.jd.com/funderCenter.action?flag=2&id=40675,已筹到,1357
134,科技,2016-01-20 00:00:00,39910,10000,项目成功,399,xinColor智彩灯泡,心能科技,https://z.jd.com/funderCenter.action?flag=2&id=25558,已筹到,370
135,科技,2016-01-21 00:00:00,10118133,500000,项目成功,2024,豹米智能空气净化器2代,豹米Amos_li,https://z.jd.com/funderCenter.action?flag=2&id=34379,已筹到,8099
136,科技,2016-01-25 00:00:00,543629,500000,项目成功,109,硕正骨传导蓝牙耳机+魔力线,硕正电子,https://z.jd.com/funderCenter.action?flag=2&id=34737,已筹到,1778
137,科技,2016-01-20 00:00:00,52365,50000,项目成功,105,防雾霾·车载空气净化器,雅杰蓝旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=33985,已筹到,312
138,科技,2016-01-20 00:00:00,23724,20000,项目成功,119,安倍星儿童智能安全鞋,jordanxu2,https://z.jd.com/funderCenter.action?flag=2&id=25961,已筹到,160
139,科技,2016-02-19 00:00:00,421832,100000,项目成功,422,讯飞听见录音笔,讯飞小夏,https://z.jd.com/funderCenter.action?flag=2&id=34481,已筹到,1082
140,科技,2016-03-12 00:00:00,105440,100000,项目成功,105,云派金钢侠蓝牙七色背光键盘,深圳市义尔杰科技,https://z.jd.com/funderCenter.action?flag=2&id=43625,已筹到,1974
141,科技,2016-03-11 00:00:00,1207734,500000,项目成功,242,牛听听儿童智能熏教机,本牛科技,https://z.jd.com/funderCenter.action?flag=2&id=43816,已筹到,20551
142,科技,2016-03-11 00:00:00,104356,100000,项目成功,104,MCiao智能传感网络,杭州木梢科技,https://z.jd.com/funderCenter.action?flag=2&id=43923,已筹到,1510
143,科技,2016-03-11 00:00:00,163655,100000,项目成功,164,SPYKER世爵智能自行车,SPYKER世爵智能自行车,https://z.jd.com/funderCenter.action?flag=2&id=43936,已筹到,1414
144,科技,2016-03-17 00:00:00,107394,100000,项目成功,107,GT-发光运动HIFI耳机,优创电商科技,https://z.jd.com/funderCenter.action?flag=2&id=43976,已筹到,1967
145,科技,2015-02-07 00:00:00,104662,10000,项目成功,1047,硬享公社Edison大赛,WPI_International_HK,https://z.jd.com/funderCenter.action?flag=2&id=4688,已筹到,340
146,家电,2016-01-20 00:00:00,284905,200000,项目成功,142,Roome音乐智能晚安灯,roome,https://z.jd.com/funderCenter.action?flag=2&id=40284,已筹到,16175
147,科技,2016-03-17 00:00:00,145313,100000,项目成功,145,万趣空间-AR智能学习玩具,万趣空间,https://z.jd.com/funderCenter.action?flag=2&id=44162,已筹到,5465
148,科技,2016-03-17 00:00:00,1270351,200000,项目成功,635,美贝壳云棒-全新智能家电,美贝壳科技,https://z.jd.com/funderCenter.action?flag=2&id=33821,已筹到,38307
149,科技,2016-03-17 00:00:00,104039,100000,项目成功,104,招风耳K1空气净化器,招风耳空气净化器,https://z.jd.com/funderCenter.action?flag=2&id=41607,已筹到,380
150,科技,2016-01-21 00:00:00,23010,5000,项目成功,460,万万没想到定制版空气净化器,娱猫科技,https://z.jd.com/funderCenter.action?flag=2&id=40729,已筹到,345
151,科技,2016-01-15 00:00:00,229296,100000,项目成功,229,i-timePro智能手表,酷飞科技,https://z.jd.com/funderCenter.action?flag=2&id=28872,已筹到,4223
152,科技,2016-03-11 00:00:00,113454,100000,项目成功,113,M2三防智能手表,帝骏时贸易有限公司,https://z.jd.com/funderCenter.action?flag=2&id=25068,已筹到,1343
153,科技,2016-03-12 00:00:00,404526,100000,项目成功,405,叶问3智能音乐防霾口罩,象鼻子科技,https://z.jd.com/funderCenter.action?flag=2&id=44165,已筹到,1424
154,科技,2016-03-12 00:00:00,3056175,100000,项目成功,3056,MiniFox智能电动车,法克斯自行车,https://z.jd.com/funderCenter.action?flag=2&id=44123,已筹到,33085
155,科技,2014-11-30 00:00:00,1086471,10000,项目成功,10865,玩安卓神器oneBoard,智酷神器,https://z.jd.com/funderCenter.action?flag=2&id=1515,已筹到,4049
156,科技,2014-11-21 00:00:00,60164,10000,项目成功,602,蓝精灵无线智能按键,爱致科技,https://z.jd.com/funderCenter.action?flag=2&id=1083,已筹到,1540
