,category,deadline,funded,goal,phase,progress,project,sponsor,sponsor_page,status,supports
1856,科技,2015-06-26 00:00:00,40854,10000,项目成功,409,亿格瑞迷你电脑,亿格瑞科技,https://z.jd.com/funderCenter.action?flag=2&id=12896,已筹到,2753
1857,科技,2015-06-16 00:00:00,3906703,1000000,项目成功,391,同方云罐智能家庭控制中心,清华同方云罐,https://z.jd.com/funderCenter.action?flag=2&id=12802,已筹到,4091
1858,科技,2015-07-08 00:00:00,34071,10000,项目成功,341,凯天智能门磁,NIC-BO,https://z.jd.com/funderCenter.action?flag=2&id=13405,已筹到,933
1859,科技,2015-07-01 00:00:00,157584,100000,项目成功,158,MAXCO原木轻奢移动电源,美能格科技,https://z.jd.com/funderCenter.action?flag=2&id=12928,已筹到,1276
1860,科技,2016-06-14 00:00:00,55696,50000,项目成功,111,成语遇上手机壳，艳了夏天,回车巷成语文创,https://z.jd.com/funderCenter.action?flag=2&id=53943,已筹到,385
1861,科技,2016-06-26 00:00:00,101783,100000,项目成功,102,ZOW智能寻物，生活更便捷,寻领科技,https://z.jd.com/funderCenter.action?flag=2&id=45161,已筹到,483
1862,科技,2016-05-28 00:00:00,26745,10000,项目成功,267,乔丹智能跑鞋-科技助力兰马,乔丹_跨越新生,https://z.jd.com/funderCenter.action?flag=2&id=55285,已筹到,663
1863,科技,2016-06-12 00:00:00,319118,200000,项目成功,160,黑科技T2车载定位器,T2车载定位器,https://z.jd.com/funderCenter.action?flag=2&id=53577,已筹到,1909
1864,科技,2016-06-15 00:00:00,1000881,500000,项目成功,200,多德士多功能收腹机,66好运66,https://z.jd.com/funderCenter.action?flag=2&id=55436,已筹到,471
1865,科技,2016-06-12 00:00:00,437987,100000,项目成功,438,智能提醒香山体脂秤,香山智能,https://z.jd.com/funderCenter.action?flag=2&id=54418,已筹到,1154
1866,科技,2016-06-15 00:00:00,534062,200000,项目成功,267,车小米智能云后视镜啃逗V1,车小米旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=55212,已筹到,3482
1867,科技,2015-02-24 00:00:00,51233,10000,项目成功,512,Inbox智能花盆,北京黑天鹅科技,https://z.jd.com/funderCenter.action?flag=2&id=3791,已筹到,965
1868,科技,2015-10-10 00:00:00,337669,100000,项目成功,338,GoodTalk双卡伴侣,云中致用,https://z.jd.com/funderCenter.action?flag=2&id=22827,已筹到,2696
1869,科技,2015-02-04 00:00:00,32905,10000,项目成功,329,声物芒果UFO互联网机顶盒,声物信息科技,https://z.jd.com/funderCenter.action?flag=2&id=3956,已筹到,2109
1870,科技,2015-02-05 00:00:00,92621,10000,项目成功,926,爱克可充电式移动互联智能灯,excled,https://z.jd.com/funderCenter.action?flag=2&id=1752,已筹到,1770
1871,科技,2015-02-05 00:00:00,135452,10000,项目成功,1355,为创新而生的MIKU电动车,江苏新日电动车,https://z.jd.com/funderCenter.action?flag=2&id=4183,已筹到,6238
1872,科技,2015-03-06 00:00:00,50482,10000,项目成功,505,酷博派运动通勤站车,Cooperbike,https://z.jd.com/funderCenter.action?flag=2&id=3994,已筹到,2048
1873,科技,2015-02-20 00:00:00,65108,50000,项目成功,130,想家宝-不能回家也能陪伴,青芒科技,https://z.jd.com/funderCenter.action?flag=2&id=4152,已筹到,840
1874,科技,2015-02-24 00:00:00,46582,10000,项目成功,466,纽曼安全云导航迈腾CC专用,jd_peac01,https://z.jd.com/funderCenter.action?flag=2&id=2956,已筹到,572
1875,科技,2015-02-05 00:00:00,498662,10000,项目成功,4987,Equil智能笔中国版,e-eyes,https://z.jd.com/funderCenter.action?flag=2&id=3693,已筹到,1573
1876,科技,2015-02-04 00:00:00,349808,50000,项目成功,700,微信控制 润岚空气净化器,Rinland空气净化器,https://z.jd.com/funderCenter.action?flag=2&id=3800,已筹到,882
1877,科技,2015-02-04 00:00:00,37207,5000,项目成功,744,福满多云血压计,福满多健康云,https://z.jd.com/funderCenter.action?flag=2&id=2322,已筹到,1204
1878,科技,2015-02-04 00:00:00,152692,50000,项目成功,305,美国MIP机器人,晏硕电子,https://z.jd.com/funderCenter.action?flag=2&id=4047,已筹到,4238
1879,科技,2016-05-11 00:00:00,173454,150000,项目成功,116,美伴拍拍镜 车载智能机器人,美泡芙,https://z.jd.com/funderCenter.action?flag=2&id=50973,已筹到,3385
1880,科技,2016-04-30 00:00:00,103543,100000,项目成功,104,越康 磁控静音健身椭圆机,越康椭圆机,https://z.jd.com/funderCenter.action?flag=2&id=51301,已筹到,452
1881,科技,2016-05-05 00:00:00,3731092,500000,项目成功,746,启迈斯跑步机  开启彩屏视,启迈斯大型跑步机,https://z.jd.com/funderCenter.action?flag=2&id=51209,已筹到,358
1882,科技,2016-05-29 00:00:00,503761,100000,项目成功,504,金枪鱼 智能G点锻炼飞机杯,春水堂-北京,https://z.jd.com/funderCenter.action?flag=2&id=51204,已筹到,20740
1883,科技,2016-04-29 00:00:00,2795936,500000,项目成功,559,HTC 十力觉醒，不止梦想,HTC产品众筹,https://z.jd.com/funderCenter.action?flag=2&id=51670,已筹到,14054
1884,科技,2016-04-30 00:00:00,5753666,500000,项目成功,1151,启迈斯智能遥控跑步机,启迈斯跑步机,https://z.jd.com/funderCenter.action?flag=2&id=51213,已筹到,528
1885,科技,2016-04-25 00:00:00,650503,300000,项目成功,217,努比亚Z系列新品梦想众筹,努比亚_nubia,https://z.jd.com/funderCenter.action?flag=2&id=51726,已筹到,4329
1886,科技,2016-05-12 00:00:00,2498241,500000,项目成功,500,微单锂电折叠车，够小够强大,天津微驰科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=51194,已筹到,15396
1887,科技,2016-05-12 00:00:00,1463070,880000,项目成功,166,AR 运动智能眼镜,AlfaReal,https://z.jd.com/funderCenter.action?flag=2&id=51271,已筹到,1482
1888,科技,2016-09-14 00:00:00,1301691,1000000,众筹中,130,博思尼2K高清VR一体机,博思尼VRlove,https://z.jd.com/funderCenter.action?flag=2&id=63609,已筹到,1211
1889,科技,2016-09-29 00:00:00,6922,100000,众筹中,7,欧西亚·蓝牙音箱手机防水袋,欧西亚中国,https://z.jd.com/funderCenter.action?flag=2&id=65094,已筹到,194
1890,科技,2016-09-19 00:00:00,8432,100000,众筹中,8,美乐家大容量滴漏式咖啡机,美乐家咖啡机,https://z.jd.com/funderCenter.action?flag=2&id=64983,已筹到,144
1891,科技,2016-09-14 00:00:00,1829,500000,众筹中,0,康佳RO反渗透净水器,小电大器1212,https://z.jd.com/funderCenter.action?flag=2&id=65005,已筹到,195
1892,科技,2016-05-28 00:00:00,101024,100000,项目成功,101,蝶•蛹 系列智能开关,挖藕智能科技,https://z.jd.com/funderCenter.action?flag=2&id=49255,已筹到,343
1893,科技,2016-09-29 00:00:00,9270,100000,众筹中,9,3Q智能防眩眼镜,3Q智能防眩眼镜,https://z.jd.com/funderCenter.action?flag=2&id=62690,已筹到,112
1894,科技,2016-09-14 00:00:00,71607,100000,众筹中,72,G-ONE+ 私人家庭影院,圣世科技,https://z.jd.com/funderCenter.action?flag=2&id=64910,已筹到,241
1895,科技,2016-09-04 00:00:00,35026,100000,众筹中,35,昂臣木香古釜中式电锅,昂臣电器,https://z.jd.com/funderCenter.action?flag=2&id=64975,已筹到,300
1896,科技,2016-09-14 00:00:00,28651,100000,众筹中,29,DIDI智能马桶“小啦”,DIDI旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=62942,已筹到,135
1897,科技,2016-09-14 00:00:00,133664,500000,众筹中,27,法国爱迪士壁挂新风系统,法国爱迪士,https://z.jd.com/funderCenter.action?flag=2&id=64766,已筹到,72
1898,科技,2016-08-20 00:00:00,258527,200000,众筹中,129,萌在掌心里的空气质量监测器,北京中科云谱,https://z.jd.com/funderCenter.action?flag=2&id=63933,已筹到,3695
1899,科技,2016-09-04 00:00:00,532912,200000,众筹中,266,富光保温杯，进击的萌物,京东富光旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=64225,已筹到,2492
1900,科技,2016-08-21 00:00:00,840670,300000,众筹中,280,戴讯ENZ游戏笔记本,ENZ游戏本,https://z.jd.com/funderCenter.action?flag=2&id=63584,已筹到,11338
1901,科技,2016-09-19 00:00:00,46403,300000,众筹中,15,AptX双驱动蓝牙耳机,寰宇网络科技,https://z.jd.com/funderCenter.action?flag=2&id=64622,已筹到,182
1902,科技,2016-09-14 00:00:00,4480,100000,众筹中,4,OTG两用防复制加密U盘,FYEO大管家旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=64597,已筹到,81
1903,科技,2016-09-14 00:00:00,76159,100000,众筹中,76,流明声智能无线音响灯,Lumisound音响灯,https://z.jd.com/funderCenter.action?flag=2&id=64645,已筹到,184
1904,科技,2016-08-22 00:00:00,190700,100000,众筹中,191,斯威普防水无人机,深圳市斯威普科技,https://z.jd.com/funderCenter.action?flag=2&id=63513,已筹到,1974
1905,科技,2016-08-25 00:00:00,106921,100000,众筹中,107,视贝超薄U型扫地机器人,视贝智能电器旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=63852,已筹到,1242
1906,科技,2016-08-24 00:00:00,108278,100000,众筹中,108,30分钟超快充移动电源,-YUKUMA-,https://z.jd.com/funderCenter.action?flag=2&id=62004,已筹到,1098
1907,科技,2016-08-21 00:00:00,4225,60000,众筹中,7,盗墓笔记瓶邪双萌移动电源,非常盗墓,https://z.jd.com/funderCenter.action?flag=2&id=64474,已筹到,147
1908,科技,2015-11-27 00:00:00,76597,10000,项目成功,766,T7智能山地车,t7自行车官方旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=26101,已筹到,6379
1909,科技,2015-11-16 00:00:00,455490,100000,项目成功,455,阿可倍里飓风山地车,阿可倍里自行车,https://z.jd.com/funderCenter.action?flag=2&id=28263,已筹到,13145
1910,科技,2015-12-12 00:00:00,142743,100000,项目成功,143,那狗N1+开启智能驾云时代,NICIGO,https://z.jd.com/funderCenter.action?flag=2&id=28182,已筹到,693
1911,科技,2015-12-12 00:00:00,42300,30000,项目成功,141,无味空间除甲醛净味贴,无味空间,https://z.jd.com/funderCenter.action?flag=2&id=28453,已筹到,495
1912,科技,2015-11-25 00:00:00,28465,10000,项目成功,285,艾益家智能艾灸+艾草足浴,艾益家电子艾灸仪,https://z.jd.com/funderCenter.action?flag=2&id=27852,已筹到,246
1913,科技,2015-09-25 00:00:00,149802,60000,项目成功,250,贝罗尼负离子空气净化器,贝罗尼生物科技,https://z.jd.com/funderCenter.action?flag=2&id=21761,已筹到,889
1914,科技,2015-09-26 00:00:00,25529,20000,项目成功,128,哈尔斯音乐智能水杯,哈尔斯音乐水杯,https://z.jd.com/funderCenter.action?flag=2&id=22216,已筹到,515
1915,科技,2015-09-25 00:00:00,5500046,5000000,项目成功,110,奇酷手机 天生安全,360手机,https://z.jd.com/funderCenter.action?flag=2&id=21803,已筹到,23128
1916,出版,2015-05-15 00:00:00,30729,10000,项目成功,307,听稻盛和夫聊经营,晓耘斋,https://z.jd.com/funderCenter.action?flag=2&id=9593,已筹到,199
1917,科技,2016-09-05 00:00:00,120710,100000,众筹中,121,爱利特便携式钢琴,爱利特08,https://z.jd.com/funderCenter.action?flag=2&id=63787,已筹到,1772
1918,科技,2016-08-24 00:00:00,407542,200000,众筹中,204,乐捷B5蓝牙心率智能手环,乐捷Legell,https://z.jd.com/funderCenter.action?flag=2&id=63656,已筹到,6930
1919,科技,2016-08-24 00:00:00,71216,500000,众筹中,14,叮当口袋大黄狗儿童智能背包,豆豆豆的豆,https://z.jd.com/funderCenter.action?flag=2&id=60864,已筹到,175
1920,科技,2016-09-05 00:00:00,802268,100000,众筹中,802,索纳斯声波电动牙刷,索纳斯口腔护理,https://z.jd.com/funderCenter.action?flag=2&id=64542,已筹到,4407
1921,科技,2016-08-21 00:00:00,5597,100000,众筹中,6,梦泉RO双出水净水器,时悦科技,https://z.jd.com/funderCenter.action?flag=2&id=64222,已筹到,209
1922,科技,2015-12-10 00:00:00,160876,100000,项目成功,161,蓝堡智能折叠健身车,蓝堡智能车众筹,https://z.jd.com/funderCenter.action?flag=2&id=27861,已筹到,1373
1923,科技,2015-12-02 00:00:00,787673,50000,项目成功,1575,爱尔威智能电动滑板车—Z3,福斯爵士,https://z.jd.com/funderCenter.action?flag=2&id=27965,已筹到,18409
1924,科技,2015-11-27 00:00:00,581522,580000,项目成功,100,随身充电宝 蓝牙自拍杆,南方瑞通科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=24569,已筹到,450
1925,科技,2015-11-27 00:00:00,303270,100000,项目成功,303,鸿之芯自拍防丢蓝牙移动电源,鸿之芯,https://z.jd.com/funderCenter.action?flag=2&id=27500,已筹到,5224
1926,科技,2015-11-30 00:00:00,156815,50000,项目成功,314,拓米士WIFI充电智能插座,TOMMOX智能插座,https://z.jd.com/funderCenter.action?flag=2&id=27966,已筹到,1887
1927,科技,2015-12-26 00:00:00,174357,100000,项目成功,174,海尔智能净水龙头，从头开始,海富胜,https://z.jd.com/funderCenter.action?flag=2&id=27811,已筹到,2346
1928,科技,2015-11-26 00:00:00,565719,50000,项目成功,1131,可以听音乐的骑客精灵代步车,骑客官方旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=28175,已筹到,2223
1929,科技,2015-09-26 00:00:00,101440,100000,项目成功,101,手心里的掌上移动影院,深圳美迪电子公司,https://z.jd.com/funderCenter.action?flag=2&id=17688,已筹到,1640
1930,科技,2015-09-26 00:00:00,2061759,100000,项目成功,2062,O2云音响，一秒听到好声音,O2云音响,https://z.jd.com/funderCenter.action?flag=2&id=22227,已筹到,8839
1931,科技,2015-09-25 00:00:00,624568,500000,项目成功,125,免费请你试听现场“音乐会”,音乐印象,https://z.jd.com/funderCenter.action?flag=2&id=22146,已筹到,1048
1932,科技,2015-09-19 00:00:00,896551,50000,项目成功,1793,乐视双向快充超级移动电源,乐视超级移动电源,https://z.jd.com/funderCenter.action?flag=2&id=22373,已筹到,13973
1933,科技,2015-09-26 00:00:00,2548295,2000000,项目成功,127,360 QiKU 自拍神器,奇酷智能硬件,https://z.jd.com/funderCenter.action?flag=2&id=22399,已筹到,12585
1934,科技,2016-04-27 00:00:00,109747,100000,项目成功,110,车小娜微智能语音驾驶助手,车小娜,https://z.jd.com/funderCenter.action?flag=2&id=50037,已筹到,1404
1935,科技,2016-05-29 00:00:00,51723,50000,项目成功,103,蓝博的飞机哲学,郑艾玲,https://z.jd.com/funderCenter.action?flag=2&id=48786,已筹到,229
1936,科技,2015-09-26 00:00:00,350380,100000,项目成功,350,云中客  智能航拍无人机,sangmax云中客eoc,https://z.jd.com/funderCenter.action?flag=2&id=22168,已筹到,10189
1937,科技,2015-09-26 00:00:00,803552,200000,项目成功,402,MOPAI锂电代步车,c派智能运动,https://z.jd.com/funderCenter.action?flag=2&id=22376,已筹到,20458
1938,科技,2016-05-09 00:00:00,822878,100000,项目成功,823,欧巴德智能电子肌肉训练仪,欧巴德旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=49675,已筹到,2898
1939,科技,2016-05-01 00:00:00,340006,100000,项目成功,340,钢琴宝，人人都能弹钢琴,随身教,https://z.jd.com/funderCenter.action?flag=2&id=49414,已筹到,778
1940,科技,2016-05-10 00:00:00,518552,200000,项目成功,259,云骑-智能锂电车,松吉锂电-云骑X系列,https://z.jd.com/funderCenter.action?flag=2&id=46734,已筹到,20953
1941,科技,2016-05-15 00:00:00,629543,100000,项目成功,630,UMind意念机,UMind意念机,https://z.jd.com/funderCenter.action?flag=2&id=50104,已筹到,3704
1942,科技,2016-05-15 00:00:00,106796,100000,项目成功,107,易能智达超级灯组,中山易能智达,https://z.jd.com/funderCenter.action?flag=2&id=49130,已筹到,321
1943,科技,2016-05-14 00:00:00,118857,100000,项目成功,119,花上无线智能空气净化器,花上科技,https://z.jd.com/funderCenter.action?flag=2&id=49780,已筹到,473
1944,科技,2016-04-29 00:00:00,4989854,1000000,项目成功,499,能放进包里的小兜平行车,小兜平行车,https://z.jd.com/funderCenter.action?flag=2&id=49806,已筹到,6540
1945,科技,2016-05-16 00:00:00,108345,100000,项目成功,108,睿尚-多功能按摩垫,厦门睿康,https://z.jd.com/funderCenter.action?flag=2&id=49795,已筹到,651
1946,科技,2016-04-29 00:00:00,1061776,200000,项目成功,531,蓝光U宝 为电脑装系统而生,蓝光U宝,https://z.jd.com/funderCenter.action?flag=2&id=49348,已筹到,9384
1947,科技,2016-04-29 00:00:00,115299,100000,项目成功,115,眼镜人士的私人蓝牙耳机,鑫正宇科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=49709,已筹到,691
1948,科技,2016-05-18 00:00:00,105087,100000,项目成功,105,妈妈伴宝宝智能温度计,mumwith,https://z.jd.com/funderCenter.action?flag=2&id=51617,已筹到,376
1949,科技,2016-06-18 00:00:00,1009585,300000,项目成功,337,糖+2.0掌上糖医智能模块,掌上糖医,https://z.jd.com/funderCenter.action?flag=2&id=51172,已筹到,5301
1950,科技,2016-05-19 00:00:00,500063,500000,项目成功,100,敏狐嘀嘀交通卡手环,Fastfoxzqdz,https://z.jd.com/funderCenter.action?flag=2&id=52111,已筹到,1042
1951,科技,2015-09-25 00:00:00,335891,100000,项目成功,336,GARMIN运动摄像机,gamrinzhongchou,https://z.jd.com/funderCenter.action?flag=2&id=21756,已筹到,2038
1952,科技,2016-05-18 00:00:00,619172,200000,项目成功,310,玖拍单反伴侣 相机控制神器,玖柏图小侣,https://z.jd.com/funderCenter.action?flag=2&id=51516,已筹到,1738
1953,科技,2016-05-19 00:00:00,306725,300000,项目成功,102,连爱 小方 手腕上的市民卡,苏州连爱电子,https://z.jd.com/funderCenter.action?flag=2&id=51544,已筹到,508
1954,科技,2016-05-19 00:00:00,1064497,1000000,项目成功,106,罗马仕商用电源智能充电站,ROMOSS,https://z.jd.com/funderCenter.action?flag=2&id=52065,已筹到,903
1955,科技,2016-05-13 00:00:00,368569,300000,项目成功,123,限量版拜仁手机，仁心所属,Gigaset金阶,https://z.jd.com/funderCenter.action?flag=2&id=52130,已筹到,4841
1956,科技,2016-05-19 00:00:00,116629,100000,项目成功,117,阿堂哥剃须车充安全锤,蓝金瑞科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=52144,已筹到,1542
1957,科技,2016-05-19 00:00:00,15177111,3000000,项目成功,506,逗哈智能机车Itank,逗哈智能机车,https://z.jd.com/funderCenter.action?flag=2&id=52359,已筹到,1048
1958,科技,2016-05-19 00:00:00,322967,100000,项目成功,323,友娃一键关爱智能卡,云宝科技,https://z.jd.com/funderCenter.action?flag=2&id=51959,已筹到,684
1959,科技,2016-05-18 00:00:00,110670,100000,项目成功,111,永衡UPower智能量秤,永衡yeshm,https://z.jd.com/funderCenter.action?flag=2&id=51905,已筹到,681
1960,科技,2015-09-25 00:00:00,1000792,200000,项目成功,500,心念智能健康助手,精迪敏健康医疗,https://z.jd.com/funderCenter.action?flag=2&id=21778,已筹到,3824
1961,科技,2015-09-25 00:00:00,66893,20000,项目成功,334,KDATA车载智能充电器,kdata众筹,https://z.jd.com/funderCenter.action?flag=2&id=22126,已筹到,1262
1962,科技,2015-10-08 00:00:00,1229780,10000,项目成功,12298,北斗心智能手表—大眼仔系列,江苏艾倍科,https://z.jd.com/funderCenter.action?flag=2&id=22200,已筹到,8831
1963,科技,2015-10-10 00:00:00,186259,100000,项目成功,186,e途G6智能云虫,e途G6智能云虫,https://z.jd.com/funderCenter.action?flag=2&id=21387,已筹到,1568
1964,科技,2015-10-10 00:00:00,802881,100000,项目成功,803,罗曼斯DD1全自动智能锁,小白新手123,https://z.jd.com/funderCenter.action?flag=2&id=18801,已筹到,2824
1965,科技,2015-09-15 00:00:00,129092,100000,项目成功,129,腾讯微宝智能球型机器人,腾讯智玩,https://z.jd.com/funderCenter.action?flag=2&id=21879,已筹到,4837
1966,科技,2015-09-23 00:00:00,110243,20000,项目成功,551,米果互联网车载导航,和平心,https://z.jd.com/funderCenter.action?flag=2&id=21646,已筹到,794
1967,娱乐,2015-10-16 00:00:00,106840,30000,项目成功,356,斯柯达拉力学院,333racing,https://z.jd.com/funderCenter.action?flag=2&id=24131,已筹到,1209
1968,科技,2015-09-24 00:00:00,357105,50000,项目成功,714,Luftrum车载净化器,RoneSmart融一智品,https://z.jd.com/funderCenter.action?flag=2&id=21402,已筹到,1144
1969,科技,2015-09-03 00:00:00,70357,10000,项目成功,704,小Q触控护眼灯,新帛格电子,https://z.jd.com/funderCenter.action?flag=2&id=19187,已筹到,2866
1970,科技,2015-09-14 00:00:00,71558,50000,项目成功,143,耐嘛智能新生活自行车,天智捷科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=18347,已筹到,2012
1971,科技,2015-09-02 00:00:00,1188589,50000,项目成功,2377,ZMI-4G三网通随身路由,江苏紫米电子,https://z.jd.com/funderCenter.action?flag=2&id=19284,已筹到,9708
1972,科技,2015-03-31 00:00:00,77093,10000,项目成功,771,双博士27寸随心一体机,一键shop,https://z.jd.com/funderCenter.action?flag=2&id=5897,已筹到,1979
1973,科技,2015-04-11 00:00:00,103718,10000,项目成功,1037,FlyingMate纸飞机,意启玩儿,https://z.jd.com/funderCenter.action?flag=2&id=6003,已筹到,1487
1974,科技,2016-06-19 00:00:00,506239,100000,项目成功,506,会呼吸的凉感垫,百敷宝呼吸凉感垫,https://z.jd.com/funderCenter.action?flag=2&id=55419,已筹到,1501
1975,科技,2016-07-04 00:00:00,127964,100000,项目成功,128,优乐笔Z3-来自火星救援,YOROPEN-Z3,https://z.jd.com/funderCenter.action?flag=2&id=54900,已筹到,984
1976,科技,2015-03-26 00:00:00,22261,10000,项目成功,223,单芯片移动电源,星优科技,https://z.jd.com/funderCenter.action?flag=2&id=5858,已筹到,1341
1977,科技,2015-03-12 00:00:00,57316,10000,项目成功,573,飞轮威尔赤兔电动独轮车,飞轮威尔电动独轮车,https://z.jd.com/funderCenter.action?flag=2&id=6042,已筹到,2412
1978,科技,2016-05-20 00:00:00,268144,100000,项目成功,268,比斯莱自行车“惠”聚骑行,比斯莱自行车,https://z.jd.com/funderCenter.action?flag=2&id=50796,已筹到,2785
1979,科技,2015-11-09 00:00:00,754350,500000,项目成功,151,巴比立方 智能果蔬种植机,麻麻汇科技,https://z.jd.com/funderCenter.action?flag=2&id=23476,已筹到,4805
1980,科技,2015-10-10 00:00:00,50800,50000,项目成功,102,汤姆森A6智能运动跑步机,汤姆森官方旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=23617,已筹到,1726
1981,科技,2015-10-09 00:00:00,20604,20000,项目成功,103,MiPosaur 智能恐龙,takefans,https://z.jd.com/funderCenter.action?flag=2&id=23735,已筹到,1750
1982,科技,2015-10-23 00:00:00,137406,100000,项目成功,137,楚活汉工虚拟现实眼镜,楚活汉工,https://z.jd.com/funderCenter.action?flag=2&id=25031,已筹到,1703
1983,科技,2015-11-14 00:00:00,290621,100000,项目成功,291,快乐童年机器人,云顶畅游,https://z.jd.com/funderCenter.action?flag=2&id=24498,已筹到,790
1984,科技,2015-10-09 00:00:00,786070,10000,项目成功,7861,踏客动次踏次智能踏步车,踏客-动次踏次踏步车,https://z.jd.com/funderCenter.action?flag=2&id=21142,已筹到,5026
1985,科技,2015-09-24 00:00:00,350441,100000,项目成功,350,华谊V3手持移动投影仪,华谊互娱科技,https://z.jd.com/funderCenter.action?flag=2&id=21873,已筹到,6285
1986,科技,2015-10-09 00:00:00,100290,100000,项目成功,100,Freeson 无线音乐盒,仿如隔世007,https://z.jd.com/funderCenter.action?flag=2&id=20836,已筹到,300
1987,科技,2015-09-11 00:00:00,28890,20000,项目成功,144,G2微型5.1家庭影院,圣世科技,https://z.jd.com/funderCenter.action?flag=2&id=18785,已筹到,2464
1988,科技,2015-09-17 00:00:00,188201,100000,项目成功,188,益杉激光PM2.5检测仪,益杉科技,https://z.jd.com/funderCenter.action?flag=2&id=18083,已筹到,532
1989,科技,2015-09-26 00:00:00,28027,10000,项目成功,280,pudin智能插座,pudin-布丁智能插座,https://z.jd.com/funderCenter.action?flag=2&id=13426,已筹到,560
1990,科技,2015-09-11 00:00:00,243597,10000,项目成功,2436,魅路由--靠近我 连接你,盒子互联,https://z.jd.com/funderCenter.action?flag=2&id=18829,已筹到,2363
1991,科技,2015-08-30 00:00:00,106075,10000,项目成功,1061,云智汇智能行车记录仪,云智汇旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=18496,已筹到,1634
1992,科技,2015-09-11 00:00:00,670780,100000,项目成功,671,心麦智能戒指 健康新时尚,心麦智能科技,https://z.jd.com/funderCenter.action?flag=2&id=18577,已筹到,4648
1993,科技,2015-08-29 00:00:00,509793,500000,项目成功,102,光环：士官长合集 珍藏纪念版,微软Xbox,https://z.jd.com/funderCenter.action?flag=2&id=19189,已筹到,4974
1994,科技,2015-10-02 00:00:00,150436,60000,项目成功,251,卡乐多时尚智趣系列卡托,Kaleido时尚智趣卡蜜,https://z.jd.com/funderCenter.action?flag=2&id=19367,已筹到,1020
1995,科技,2016-06-07 00:00:00,2029122,500000,项目成功,406,超美貌的智能情趣玩具,ZALOSZ,https://z.jd.com/funderCenter.action?flag=2&id=56237,已筹到,9329
1996,科技,2016-06-22 00:00:00,246445,100000,项目成功,246,大满原装，非一般贵族净水器,Diamond大满净水科技,https://z.jd.com/funderCenter.action?flag=2&id=55805,已筹到,13062
1997,科技,2016-07-02 00:00:00,115514,100000,项目成功,116,儿石的记忆U盘,Miottimo旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=56599,已筹到,520
1998,科技,2016-06-17 00:00:00,575355,500000,项目成功,115,优派小黑硬件校色显示器,优派科技ViewSonic,https://z.jd.com/funderCenter.action?flag=2&id=56261,已筹到,764
1999,科技,2016-06-29 00:00:00,1110639,100000,项目成功,1111,欧文的派对-火影创意烧烤炉,欧文的派对官方旗舰店,https://z.jd.com/funderCenter.action?flag=2&id=56253,已筹到,27365
2000,科技,2015-04-02 00:00:00,79984,10000,项目成功,800,华平AI·HOME智能插座,京jd东最长的用户名呢,https://z.jd.com/funderCenter.action?flag=2&id=5165,已筹到,1176
2001,科技,2016-06-19 00:00:00,109146,100000,项目成功,109,iBeacard智能名片盒,wewaysz,https://z.jd.com/funderCenter.action?flag=2&id=55379,已筹到,256
2002,科技,2015-04-10 00:00:00,65199,10000,项目成功,652,蜂之舞智能云门铃,屁屁的主人,https://z.jd.com/funderCenter.action?flag=2&id=5983,已筹到,906
2003,科技,2015-03-21 00:00:00,26659,10000,项目成功,267,EDUP  AC双频中继器,卡王-卡卡,https://z.jd.com/funderCenter.action?flag=2&id=5982,已筹到,1187
2004,科技,2015-03-28 00:00:00,58785,10000,项目成功,588,乐典2代智能钢琴学习机,乐典,https://z.jd.com/funderCenter.action?flag=2&id=4750,已筹到,801
2005,科技,2015-03-27 00:00:00,621418,20000,项目成功,3107,手立视真无线家用智能摄像机,北京埃森客创想科技,https://z.jd.com/funderCenter.action?flag=2&id=5531,已筹到,7841
2006,科技,2015-04-01 00:00:00,82576,10000,项目成功,826,ocup智能水杯,深圳睿讴科技有限公司,https://z.jd.com/funderCenter.action?flag=2&id=5924,已筹到,2921
2007,科技,2015-03-02 00:00:00,12063,10000,项目成功,121,闪迪欢欣i享闪存盘,闪迪欢欣i享闪存盘,https://z.jd.com/funderCenter.action?flag=2&id=5972,已筹到,864
2008,科技,2016-06-22 00:00:00,5009301,500000,项目成功,1002,贝适宝智能儿童安全座椅,贝适宝,https://z.jd.com/funderCenter.action?flag=2&id=55420,已筹到,3201
2009,科技,2016-06-07 00:00:00,123711,100000,项目成功,124,米拉卡可视化智能纳米补水仪,米拉卡,https://z.jd.com/funderCenter.action?flag=2&id=53904,已筹到,1355
2010,科技,2016-06-22 00:00:00,573008,500000,项目成功,115,ZXK智星空星境VR一体机,深圳智星空ZXK,https://z.jd.com/funderCenter.action?flag=2&id=51794,已筹到,2789
